basename,split,scene_name,room_type,recipe_name,severity,danger_labels,sim_label,n_abnormal_flags,sensor_observable,qwen2.5-72b-bnb4_pred,qwen2.5-72b-bnb4_keyword_hit,llama3.1-70b-bnb4_pred,llama3.1-70b-bnb4_keyword_hit,gpt-5.5_pred,gpt-5.5_keyword_hit,dual_consensus,unanimous_consensus,majority_consensus,any_jury_keyword_hit
kitchen_FloorPlan22_fridge_left_open,hazard,FloorPlan22,kitchen,fridge_left_open,low,food_safety;obstruction,hazardous,1,1,safe,0,safe,1,hazardous,1,safe,split,safe,1
living_room_FloorPlan219_tv_on_unattended,hazard,FloorPlan219,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,1,safe,0,safe,1,safe,safe,safe,1
bathroom_FloorPlan423_toilet_open_faucet_on,hazard,FloorPlan423,bathroom,toilet_open_faucet_on,medium,water_hazard;hygiene_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan329_desk_lamp_on_unattended,hazard,FloorPlan329,bedroom,desk_lamp_on_unattended,medium,fire_hazard;burn_risk,hazardous,1,1,safe,0,safe,0,hazardous,1,safe,split,safe,1
kitchen_FloorPlan13_faucet_running,hazard,FloorPlan13,kitchen,faucet_running,medium,water_hazard;overflow_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan223_floor_lamp_on_unattended,hazard,FloorPlan223,living_room,floor_lamp_on_unattended,medium,fire_hazard;electrical_risk,hazardous,1,1,safe,0,safe,0,hazardous,0,safe,split,safe,0
bathroom_FloorPlan407_broken_shower_glass,hazard,FloorPlan407,bathroom,broken_shower_glass,critical,sharp_object;laceration_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan20_multiple_burners_on,hazard,FloorPlan20,kitchen,multiple_burners_on,critical,fire_hazard;burn_risk;gas_risk,hazardous,9,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan424_shower_faucet_combo,hazard,FloorPlan424,bathroom,shower_faucet_combo,high,water_hazard;overflow_risk;slip_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan319_laptop_on_bed_overheat,hazard,FloorPlan319,bedroom,laptop_on_bed_overheat,high,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,hazardous,0,hazardous,0,hazardous,hazardous,hazardous,0
kitchen_FloorPlan1_knife_on_counter_edge,hazard,FloorPlan1,kitchen,knife_on_counter_edge,high,sharp_object;falling_risk,hazardous,0,0,safe,1,safe,1,safe,0,safe,safe,safe,1
living_room_FloorPlan224_vase_broken_on_floor,hazard,FloorPlan224,living_room,vase_broken_on_floor,high,sharp_object;laceration_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan18_food_left_out_sliced,hazard,FloorPlan18,kitchen,food_left_out_sliced,low,food_safety,hazardous,0,0,safe,,safe,,hazardous,,safe,split,safe,
living_room_FloorPlan229_tv_on_unattended,hazard,FloorPlan229,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,1,safe,1,safe,1,safe,safe,safe,1
bathroom_FloorPlan407_toilet_open_faucet_on,hazard,FloorPlan407,bathroom,toilet_open_faucet_on,medium,water_hazard;hygiene_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan319_cellphone_on_bed,hazard,FloorPlan319,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,2,1,hazardous,0,hazardous,0,safe,0,hazardous,split,hazardous,0
kitchen_FloorPlan27_faucet_running,hazard,FloorPlan27,kitchen,faucet_running,medium,water_hazard;overflow_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan220_floor_lamp_on_unattended,hazard,FloorPlan220,living_room,floor_lamp_on_unattended,medium,fire_hazard;electrical_risk,hazardous,1,1,safe,0,safe,0,hazardous,0,safe,split,safe,0
bathroom_FloorPlan430_broken_shower_glass,hazard,FloorPlan430,bathroom,broken_shower_glass,critical,sharp_object;laceration_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan25_multiple_burners_on,hazard,FloorPlan25,kitchen,multiple_burners_on,critical,fire_hazard;burn_risk;gas_risk,hazardous,8,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan405_broken_mirror_bathroom,hazard,FloorPlan405,bathroom,broken_mirror_bathroom,high,sharp_object;laceration_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan309_broken_mirror_bedroom,hazard,FloorPlan309,bedroom,broken_mirror_bedroom,high,sharp_object;laceration_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan27_knife_on_counter_edge,hazard,FloorPlan27,kitchen,knife_on_counter_edge,high,sharp_object;falling_risk,hazardous,0,0,safe,1,safe,1,safe,1,safe,safe,safe,1
living_room_FloorPlan215_broken_window,hazard,FloorPlan215,living_room,broken_window,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan24_microwave_door_open,hazard,FloorPlan24,kitchen,microwave_door_open,low,obstruction;appliance_misuse,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan213_tv_on_unattended,hazard,FloorPlan213,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,0,safe,1,safe,safe,safe,1
bathroom_FloorPlan423_shower_running_unattended,hazard,FloorPlan423,bathroom,shower_running_unattended,medium,water_hazard;slip_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
bedroom_FloorPlan302_cellphone_on_bed,hazard,FloorPlan302,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,hazardous,0,split,split,hazardous,0
kitchen_FloorPlan9_toaster_on_unattended,hazard,FloorPlan9,kitchen,toaster_on_unattended,medium,fire_hazard,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan222_broken_statue,hazard,FloorPlan222,living_room,broken_statue,medium,sharp_object;laceration_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan22_multiple_burners_on,hazard,FloorPlan22,kitchen,multiple_burners_on,critical,fire_hazard;burn_risk;gas_risk,hazardous,8,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan409_shower_faucet_combo,hazard,FloorPlan409,bathroom,shower_faucet_combo,high,water_hazard;overflow_risk;slip_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
bedroom_FloorPlan308_laptop_on_bed_overheat,hazard,FloorPlan308,bedroom,laptop_on_bed_overheat,high,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,hazardous,0,hazardous,0,hazardous,hazardous,hazardous,0
kitchen_FloorPlan2_pot_on_stove_water,hazard,FloorPlan2,kitchen,pot_on_stove_water,high,burn_risk;overflow_risk;fire_hazard,hazardous,3,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan225_vase_broken_on_floor,hazard,FloorPlan225,living_room,vase_broken_on_floor,high,sharp_object;laceration_risk,hazardous,0,0,safe,0,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan27_microwave_door_open,hazard,FloorPlan27,kitchen,microwave_door_open,low,obstruction;appliance_misuse,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan214_tv_on_unattended,hazard,FloorPlan214,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,1,safe,1,safe,safe,safe,1
bathroom_FloorPlan421_toilet_open_faucet_on,hazard,FloorPlan421,bathroom,toilet_open_faucet_on,medium,water_hazard;hygiene_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan310_desk_lamp_on_unattended,hazard,FloorPlan310,bedroom,desk_lamp_on_unattended,medium,fire_hazard;burn_risk,hazardous,3,1,hazardous,1,safe,0,safe,1,split,split,safe,1
kitchen_FloorPlan8_toaster_on_unattended,hazard,FloorPlan8,kitchen,toaster_on_unattended,medium,fire_hazard,hazardous,0,0,safe,0,safe,0,safe,0,safe,safe,safe,0
living_room_FloorPlan206_laptop_overheating,hazard,FloorPlan206,living_room,laptop_overheating,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,hazardous,0,split,split,hazardous,0
kitchen_FloorPlan25_stove_on_with_knife_nearby,hazard,FloorPlan25,kitchen,stove_on_with_knife_nearby,critical,fire_hazard;sharp_object;compound_danger,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan413_faucet_running_bathroom,hazard,FloorPlan413,bathroom,faucet_running_bathroom,high,water_hazard;slip_risk;overflow_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan313_laptop_on_bed_overheat,hazard,FloorPlan313,bedroom,laptop_on_bed_overheat,high,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,hazardous,0,hazardous,0,hazardous,hazardous,hazardous,0
kitchen_FloorPlan7_knife_on_counter_edge,hazard,FloorPlan7,kitchen,knife_on_counter_edge,high,sharp_object;falling_risk,hazardous,0,0,safe,1,safe,1,safe,0,safe,safe,safe,1
living_room_FloorPlan225_broken_window,hazard,FloorPlan225,living_room,broken_window,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan4_coffee_machine_on,hazard,FloorPlan4,kitchen,coffee_machine_on,low,burn_risk;appliance_misuse,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan211_tv_on_unattended,hazard,FloorPlan211,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,0,safe,1,safe,safe,safe,1
bathroom_FloorPlan402_shower_running_unattended,hazard,FloorPlan402,bathroom,shower_running_unattended,medium,water_hazard;slip_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan305_cellphone_on_bed,hazard,FloorPlan305,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,hazardous,0,split,split,hazardous,0
kitchen_FloorPlan28_faucet_running,hazard,FloorPlan28,kitchen,faucet_running,medium,water_hazard;overflow_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan225_laptop_overheating,hazard,FloorPlan225,living_room,laptop_overheating,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,hazardous,0,split,split,hazardous,0
kitchen_FloorPlan30_multiple_burners_on,hazard,FloorPlan30,kitchen,multiple_burners_on,critical,fire_hazard;burn_risk;gas_risk,hazardous,8,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan422_shower_faucet_combo,hazard,FloorPlan422,bathroom,shower_faucet_combo,high,water_hazard;overflow_risk;slip_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan307_broken_window_bedroom,hazard,FloorPlan307,bedroom,broken_window_bedroom,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan20_stove_left_on,hazard,FloorPlan20,kitchen,stove_left_on,high,fire_hazard;burn_risk,hazardous,3,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan204_vase_broken_on_floor,hazard,FloorPlan204,living_room,vase_broken_on_floor,high,sharp_object;laceration_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan25_microwave_door_open,hazard,FloorPlan25,kitchen,microwave_door_open,low,obstruction;appliance_misuse,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan222_tv_on_unattended,hazard,FloorPlan222,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,1,safe,0,safe,safe,safe,1
bathroom_FloorPlan409_shower_running_unattended,hazard,FloorPlan409,bathroom,shower_running_unattended,medium,water_hazard;slip_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan311_desk_lamp_on_unattended,hazard,FloorPlan311,bedroom,desk_lamp_on_unattended,medium,fire_hazard;burn_risk,hazardous,0,0,safe,1,safe,0,safe,0,safe,safe,safe,1
kitchen_FloorPlan10_faucet_running,hazard,FloorPlan10,kitchen,faucet_running,medium,water_hazard;overflow_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan218_laptop_overheating,hazard,FloorPlan218,living_room,laptop_overheating,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,hazardous,0,safe,0,hazardous,split,hazardous,0
kitchen_FloorPlan30_stove_on_with_knife_nearby,hazard,FloorPlan30,kitchen,stove_on_with_knife_nearby,critical,fire_hazard;sharp_object;compound_danger,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan414_candle_lit_bathroom,hazard,FloorPlan414,bathroom,candle_lit_bathroom,high,fire_hazard,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan329_broken_window_bedroom,hazard,FloorPlan329,bedroom,broken_window_bedroom,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan20_broken_wine_bottle,hazard,FloorPlan20,kitchen,broken_wine_bottle,high,sharp_object;laceration_risk;slip_risk,hazardous,0,0,safe,1,safe,1,safe,1,safe,safe,safe,1
living_room_FloorPlan203_broken_window,hazard,FloorPlan203,living_room,broken_window,high,sharp_object;laceration_risk;security_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan9_microwave_door_open,hazard,FloorPlan9,kitchen,microwave_door_open,low,obstruction;appliance_misuse,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan226_tv_on_unattended,hazard,FloorPlan226,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,1,safe,1,safe,1,safe,safe,safe,1
bathroom_FloorPlan429_toilet_open_faucet_on,hazard,FloorPlan429,bathroom,toilet_open_faucet_on,medium,water_hazard;hygiene_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan328_cellphone_on_bed,hazard,FloorPlan328,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,0,0,safe,0,safe,0,safe,0,safe,safe,safe,0
kitchen_FloorPlan15_faucet_running,hazard,FloorPlan15,kitchen,faucet_running,medium,water_hazard;overflow_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan218_floor_lamp_on_unattended,hazard,FloorPlan218,living_room,floor_lamp_on_unattended,medium,fire_hazard;electrical_risk,hazardous,1,1,safe,0,safe,0,hazardous,0,safe,split,safe,0
kitchen_FloorPlan9_stove_on_with_knife_nearby,hazard,FloorPlan9,kitchen,stove_on_with_knife_nearby,critical,fire_hazard;sharp_object;compound_danger,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan421_shower_faucet_combo,hazard,FloorPlan421,bathroom,shower_faucet_combo,high,water_hazard;overflow_risk;slip_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan318_broken_mirror_bedroom,hazard,FloorPlan318,bedroom,broken_mirror_bedroom,high,sharp_object;laceration_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan24_broken_glass_on_floor,hazard,FloorPlan24,kitchen,broken_glass_on_floor,high,sharp_object;laceration_risk,hazardous,0,0,safe,1,safe,1,safe,1,safe,safe,safe,1
living_room_FloorPlan205_broken_window,hazard,FloorPlan205,living_room,broken_window,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan11_microwave_door_open,hazard,FloorPlan11,kitchen,microwave_door_open,low,obstruction;appliance_misuse,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan224_tv_on_unattended,hazard,FloorPlan224,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,1,safe,1,safe,safe,safe,1
bathroom_FloorPlan413_toilet_open_faucet_on,hazard,FloorPlan413,bathroom,toilet_open_faucet_on,medium,water_hazard;hygiene_risk,hazardous,1,1,safe,1,safe,0,safe,1,safe,safe,safe,1
bedroom_FloorPlan311_cellphone_on_bed,hazard,FloorPlan311,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,safe,0,split,split,safe,0
kitchen_FloorPlan25_faucet_running,hazard,FloorPlan25,kitchen,faucet_running,medium,water_hazard;overflow_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan219_laptop_overheating,hazard,FloorPlan219,living_room,laptop_overheating,medium,fire_hazard;overheat_risk,hazardous,2,1,hazardous,0,hazardous,0,hazardous,0,hazardous,hazardous,hazardous,0
kitchen_FloorPlan10_multiple_burners_on,hazard,FloorPlan10,kitchen,multiple_burners_on,critical,fire_hazard;burn_risk;gas_risk,hazardous,8,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan401_candle_lit_bathroom,hazard,FloorPlan401,bathroom,candle_lit_bathroom,high,fire_hazard,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan308_broken_window_bedroom,hazard,FloorPlan308,bedroom,broken_window_bedroom,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan27_stove_left_on,hazard,FloorPlan27,kitchen,stove_left_on,high,fire_hazard;burn_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan214_broken_window,hazard,FloorPlan214,living_room,broken_window,high,sharp_object;laceration_risk;security_risk,hazardous,0,0,safe,0,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan15_microwave_door_open,hazard,FloorPlan15,kitchen,microwave_door_open,low,obstruction;appliance_misuse,hazardous,1,1,safe,0,safe,1,hazardous,1,safe,split,safe,1
living_room_FloorPlan220_tv_on_unattended,hazard,FloorPlan220,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,0,safe,1,safe,safe,safe,1
bathroom_FloorPlan428_toilet_open_faucet_on,hazard,FloorPlan428,bathroom,toilet_open_faucet_on,medium,water_hazard;hygiene_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan321_cellphone_on_bed,hazard,FloorPlan321,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,hazardous,0,split,split,hazardous,0
kitchen_FloorPlan20_toaster_on_unattended,hazard,FloorPlan20,kitchen,toaster_on_unattended,medium,fire_hazard,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan220_broken_statue,hazard,FloorPlan220,living_room,broken_statue,medium,sharp_object;laceration_risk,hazardous,0,0,safe,0,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan17_stove_on_with_knife_nearby,hazard,FloorPlan17,kitchen,stove_on_with_knife_nearby,critical,fire_hazard;sharp_object;compound_danger,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan429_candle_lit_bathroom,hazard,FloorPlan429,bathroom,candle_lit_bathroom,high,fire_hazard,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan310_laptop_on_bed_overheat,hazard,FloorPlan310,bedroom,laptop_on_bed_overheat,high,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,hazardous,0,hazardous,0,hazardous,hazardous,hazardous,0
kitchen_FloorPlan14_stove_left_on,hazard,FloorPlan14,kitchen,stove_left_on,high,fire_hazard;burn_risk,hazardous,2,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan206_vase_broken_on_floor,hazard,FloorPlan206,living_room,vase_broken_on_floor,high,sharp_object;laceration_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
kitchen_FloorPlan4_fridge_left_open,hazard,FloorPlan4,kitchen,fridge_left_open,low,food_safety;obstruction,hazardous,1,1,safe,0,safe,0,hazardous,1,safe,split,safe,1
living_room_FloorPlan202_tv_on_unattended,hazard,FloorPlan202,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,0,safe,1,safe,safe,safe,1
bathroom_FloorPlan416_shower_running_unattended,hazard,FloorPlan416,bathroom,shower_running_unattended,medium,water_hazard;slip_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan327_cellphone_on_bed,hazard,FloorPlan327,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,hazardous,0,split,split,hazardous,0
kitchen_FloorPlan10_toaster_on_unattended,hazard,FloorPlan10,kitchen,toaster_on_unattended,medium,fire_hazard,hazardous,1,1,hazardous,0,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan219_broken_statue,hazard,FloorPlan219,living_room,broken_statue,medium,sharp_object;laceration_risk,hazardous,0,0,safe,0,safe,0,safe,0,safe,safe,safe,0
kitchen_FloorPlan11_multiple_burners_on,hazard,FloorPlan11,kitchen,multiple_burners_on,critical,fire_hazard;burn_risk;gas_risk,hazardous,8,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan423_candle_lit_bathroom,hazard,FloorPlan423,bathroom,candle_lit_bathroom,high,fire_hazard,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan307_laptop_on_bed_overheat,hazard,FloorPlan307,bedroom,laptop_on_bed_overheat,high,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,hazardous,0,hazardous,0,hazardous,hazardous,hazardous,0
kitchen_FloorPlan1_broken_glass_on_floor,hazard,FloorPlan1,kitchen,broken_glass_on_floor,high,sharp_object;laceration_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
living_room_FloorPlan206_broken_window,hazard,FloorPlan206,living_room,broken_window,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan18_microwave_door_open,hazard,FloorPlan18,kitchen,microwave_door_open,low,obstruction;appliance_misuse,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
living_room_FloorPlan209_tv_on_unattended,hazard,FloorPlan209,living_room,tv_on_unattended,low,appliance_misuse,hazardous,1,1,safe,0,safe,1,safe,1,safe,safe,safe,1
bathroom_FloorPlan425_toilet_open_faucet_on,hazard,FloorPlan425,bathroom,toilet_open_faucet_on,medium,water_hazard;hygiene_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan315_cellphone_on_bed,hazard,FloorPlan315,bedroom,cellphone_on_bed,medium,fire_hazard;overheat_risk,hazardous,1,1,hazardous,0,safe,0,hazardous,0,split,split,hazardous,0
kitchen_FloorPlan6_hot_pan_on_edge,hazard,FloorPlan6,kitchen,hot_pan_on_edge,medium,falling_risk;burn_risk,hazardous,0,0,safe,1,safe,0,safe,1,safe,safe,safe,1
living_room_FloorPlan204_laptop_overheating,hazard,FloorPlan204,living_room,laptop_overheating,medium,fire_hazard;overheat_risk,hazardous,2,1,hazardous,0,safe,0,safe,0,split,split,safe,0
kitchen_FloorPlan20_stove_on_with_knife_nearby,hazard,FloorPlan20,kitchen,stove_on_with_knife_nearby,critical,fire_hazard;sharp_object;compound_danger,hazardous,3,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan409_candle_lit_bathroom,hazard,FloorPlan409,bathroom,candle_lit_bathroom,high,fire_hazard,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bedroom_FloorPlan310_broken_window_bedroom,hazard,FloorPlan310,bedroom,broken_window_bedroom,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan30_knife_on_counter_edge,hazard,FloorPlan30,kitchen,knife_on_counter_edge,high,sharp_object;falling_risk,hazardous,0,0,safe,1,safe,1,safe,1,safe,safe,safe,1
living_room_FloorPlan229_broken_window,hazard,FloorPlan229,living_room,broken_window,high,sharp_object;laceration_risk;security_risk,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
kitchen_FloorPlan11_fridge_left_open,hazard,FloorPlan11,kitchen,fridge_left_open,low,food_safety;obstruction,hazardous,1,1,hazardous,1,hazardous,1,hazardous,1,hazardous,hazardous,hazardous,1
bathroom_FloorPlan416_safe_view1,safe,FloorPlan416,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan319_safe_view0,safe,FloorPlan319,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan19_safe_view0,safe,FloorPlan19,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan227_safe_view1,safe,FloorPlan227,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan408_safe_view1,safe,FloorPlan408,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan303_safe_view0,safe,FloorPlan303,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan22_safe_view1,safe,FloorPlan22,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
